,Threshold,Accuracy,Precision,Recall,f1 Score
0,0.5,0.9818518518518519,0.9992439992439992,0.9825311280431147,0.9908170914542729
1,0.51,0.9851851851851852,0.9992465624411377,0.9858762311837949,0.9925163704396633
2,0.52,0.9872222222222222,0.9992481203007518,0.9879204608808771,0.993552004485562
3,0.53,0.9888888888888889,0.9992493901294802,0.9895930124512172,0.9943977591036414
4,0.54,0.9909259259259259,0.9992509363295881,0.9916372421482996,0.9954295308273483
5,0.55,0.9916666666666667,0.9990647212869435,0.9925664374651552,0.9958049780926634
6,0.56,0.9925925925925926,0.9988791331963385,0.9936814718453819,0.9962735233836407
7,0.57,0.9935185185185185,0.9986940298507463,0.9947965062256087,0.9967414579648077
8,0.58,0.9944444444444445,0.998695246971109,0.9957257015424642,0.9972082635399218
9,0.59,0.9957407407407407,0.9986969471332837,0.9970265749860621,0.9978610620292011
10,0.6,0.9959259259259259,0.9985116279069768,0.9973982531128043,0.997954629973968
11,0.61,0.9966666666666667,0.9985127347090538,0.9981416093662888,0.9983271375464684
12,0.62,0.9972222222222222,0.998513563730955,0.9986991265564021,0.998606336523274
13,0.63,0.9974074074074074,0.9983286908077994,0.9990708046831444,0.9986996098829649
14,0.64,0.9975925925925926,0.9983290011139992,0.9992566437465156,0.9987926070400298
15,0.65,0.9977777777777778,0.9983293113049935,0.9994424828098867,0.9988855869242198
16,0.66,0.9979629629629629,0.9983296213808464,0.9996283218732578,0.9989785495403473
17,0.67,0.9981481481481481,0.9983299313416218,0.9998141609366289,0.999071494893222
18,0.68,0.9981481481481481,0.9983299313416218,0.9998141609366289,0.999071494893222
19,0.69,0.9979629629629629,0.9981447124304267,0.9998141609366289,0.9989787392071302
20,0.7,0.9981481481481481,0.9981450565757745,1.0,0.9990716672855552
21,0.71,0.9981481481481481,0.9981450565757745,1.0,0.9990716672855552
22,0.72,0.9977777777777778,0.9977748933803078,1.0,0.9988862075366624
23,0.73,0.9975925925925926,0.9975899147200593,1.0,0.9987935034802784
24,0.74,0.9975925925925926,0.9975899147200593,1.0,0.9987935034802784
25,0.75,0.9975925925925926,0.9975899147200593,1.0,0.9987935034802784
26,0.76,0.9974074074074074,0.9974050046339203,1.0,0.9987008166295471
27,0.77,0.9972222222222222,0.9972201630837657,1.0,0.998608146979679
28,0.78,0.9972222222222222,0.9972201630837657,1.0,0.998608146979679
29,0.79,0.9972222222222222,0.9972201630837657,1.0,0.998608146979679
30,0.8,0.997037037037037,0.997035390031499,1.0,0.9985154945258861
31,0.81,0.997037037037037,0.997035390031499,1.0,0.9985154945258861
32,0.82,0.9968518518518519,0.9968506854390515,1.0,0.9984228592633825
33,0.83,0.9968518518518519,0.9968506854390515,1.0,0.9984228592633825
34,0.84,0.9966666666666667,0.996666049268383,1.0,0.998330241187384
35,0.85,0.9966666666666667,0.996666049268383,1.0,0.998330241187384
36,0.86,0.9966666666666667,0.996666049268383,1.0,0.998330241187384
37,0.87,0.9966666666666667,0.996666049268383,1.0,0.998330241187384
38,0.88,0.9966666666666667,0.996666049268383,1.0,0.998330241187384
39,0.89,0.9966666666666667,0.996666049268383,1.0,0.998330241187384
40,0.9,0.9966666666666667,0.996666049268383,1.0,0.998330241187384
41,0.91,0.9966666666666667,0.996666049268383,1.0,0.998330241187384
42,0.92,0.9966666666666667,0.996666049268383,1.0,0.998330241187384
43,0.93,0.9966666666666667,0.996666049268383,1.0,0.998330241187384
44,0.94,0.9966666666666667,0.996666049268383,1.0,0.998330241187384
45,0.95,0.9966666666666667,0.996666049268383,1.0,0.998330241187384
