,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
125,gp:AOqpTOEEkz6geskZnfd5_FVNUL9r2hcF0EymtuCHXrtHWsOTNCxJbNjKXZXdRY5yTxB1h9-EldWEutGunTPFzQ,Kanwarpreet Kaur Hoonjan,https://lh3.googleusercontent.com/a-/AOh14GgV4XXpWfAHoN9VDRfwSI3yiJRQfl94-m1NQfZC,good,3,0,2.3.2,2019-05-16 18:50:06,,
126,gp:AOqpTOHzsx4aTZOBJkHo-7I62473DFUatMEZb_1sVbSRRqIauJXuFieh4VkiB6W9HYiPLJNuIiQboesQ94tvoQ,Blueguy65 Gaming,https://lh3.googleusercontent.com/a-/AOh14GjLrT0mQFMKjPX6RK7jOJqBBZJnAZORkAbN234Elg,add deadmau5,5,1,2.2.0,2019-02-20 18:54:00,,
127,gp:AOqpTOFxy6N1AW-wfD89kqzgGsbngYQMUT1RV1ulcZ6nZSMyQC1c3BFKfY69h3huYWLEnsnARqN260WQ-M5b2g,A Google user,https://lh3.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Fantastic App. It's my go to image editing app and on my top 10 list of must have apps. I use it daily.,5,5,2.1.2,2018-10-11 20:17:15,"Solved in version 1.1.11 that is currently being rolled out. We aim at making sure something like this cannot happen again. Sorry, we are all pro-bono volunteers developing Pocket Code and Pocket Paint to increase computational thinking skills as part of the non-profit Catrobat project in our spare time. Any help is welcome.",2015-07-19 17:37:05
128,gp:AOqpTOGdrjmUR3rvnXAjcDw41WmlPSGunOelExBq_VD0qzDmz07HYKWjI2sHMTYCOMBSUJb8kH8HcusrIu36SQ,Shaun oberto,https://lh3.googleusercontent.com/-FBxIgehcmGw/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucm9IO62JvvgcQtbIBfnMwOiYpRDiA/photo.jpg,I hate it,1,1,2.1.2,2018-10-17 19:46:40,,
129,gp:AOqpTOH9y43JAfUAeVlwF3GY-jIdZ9thOvrIWOeuJmaBscIQ4MGl68oZIOEdk1z_lgR4inhMGrjMi9ul_hz-Zw,Amy Jordan,https://lh3.googleusercontent.com/a-/AOh14GjXJBZj1eei649MX3TUvpdXxzF34QJgkWYRsxwjgA,sucks,1,1,2.1.2,2019-02-03 16:17:17,,
130,gp:AOqpTOEi6TyiOYDOj9zJ-EBR7apUl4ZL9wf2l47EVoGGkNXtZZYKhw9My_4CMw8hvOSuUOymPSokHYZbVlAd3A,Thinking Of A Name,https://lh3.googleusercontent.com/a-/AOh14Gh5dQMcN3K-7kxqi7IvkWRrIZwfXkVbA82wz2sZ2w,Annoying bug: sometimes drawings that I save don't show up unless I reset my phone,5,5,2.1.1,2018-09-28 07:12:22,,
131,gp:AOqpTOEAXq0KUE1_CoOJ8ftOtMMWXF1qpt59JgQ8rODbqXK4bBiegBjWoVrKzsbf471gSyDUsxjHheTc77Dk3w,James Spears,https://lh3.googleusercontent.com/a-/AOh14GhwXyS-FFRPl5VTJgmsTr52a_flDKrDb4o5_sxFpw,"Don't know what has happened. I've used this app for several years, and 
loved it for it's simplicity, ease of use, user friendliness, and wide 
range of capabilities. For some reason however, I'm now having problems 
with it. Whenever I use the ""Fill"" function to put a transparent background 
in any sort of project I'm working on, it now force-closes on me. As I 
said, I don't know why it's happening now, because I've performed the exact 
same process countless times. I love this app, and I use the Hell out of 
it, so please fix whatever bug is causing this issue, so I can put my 
rating back up to 5 stars.",3,17,2.0.1,2018-05-09 04:51:52,Please try the new version.,2018-09-27 20:22:06
132,gp:AOqpTOEwUJm068mY35o6KrGi3CUubb1ntBU_q86WpRyMbZkong_NabyAKsNBMARun3WKmPXUh1avjUcF13Q0Mg,Matthew Baker,https://lh3.googleusercontent.com/a-/AOh14Gh2RUtNuKoh78TNK_tQeZeWk5_7r8qTFR0mmsGyqg,"Has potential, but not there yet. The 'Load image' option down-samples the 
image to a lower resolution and a new image has no option to specify the 
canvas size or output resolution. Needs a dedicated pan and zoom tool to 
save having to use gestures which is difficult when using a phone with one 
hand (including holding it). Colour picker view doesn't accurately reflect 
the chosen colour. Looks washed out. UI design is very nice though. Looks 
modern and easy to use on the whole.",3,2,2.0.1,2018-05-24 23:15:48,,
133,gp:AOqpTOEq--ay8uSDgNllrR2BE1tyyXtIXuPssPSsLzTjT5tRh6TxkT-JOTq5zcxMu4gpTAUrYLRIU6x9-BzlHQ,Daniel Kowalski,https://lh3.googleusercontent.com/-v_Ga8jnuIoM/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckyVRcWRoWms223WSaYQZZNll1uew/photo.jpg,"Garbage. I just wanted to draw some lines on photo, but this app loads it 
in tiny thumbnail size. I didn't find a way to load photo in full 
resolution despite fiddling with menus for 20 minutes, even new image from 
camera gives me pixelated thumbnail to edit instead of actual photo.",1,8,2.0.1,2018-05-02 19:09:03,,
134,gp:AOqpTOE1EI6XycfwBh3ACR-pQrz7dXVdgZYug-DjT4v5rUImiWlcK5Nk2hua7kzg91haN9C7TBm7WFrkURRk_g,Jay Matthews,https://lh3.googleusercontent.com/a-/AOh14GiZpat6pTWCjOIGq32Sh5VxB30Dn5IEF5zjBUiVUFc,"A fantastic little free drawing app! It does very well for what I need it to do! While it does resize my drawings after loading them, it doesn't lose too much of the quality, and my pictures still look fantastic. It's definitely worth the memory.",5,1,2.0.1,2018-07-06 07:09:27,,
135,gp:AOqpTOEQrwO3SDu0mOJ-NlbKPZgGxJ2QAefXK2TpvDbo2HjVo_IPTop9-KH6WNeOOJ3vK_OwvkxHWVnro8fiEA,Arry The Artistic Kitter,https://lh3.googleusercontent.com/a-/AOh14GigcRwLjR3xIyTs_RXMaz1SXC52uYzXePzygTO5Grs,Ok it was fine for a long time but now theres this weird glitch where when you try to fill in your art with clear it uses black instead of it that's pretty annoying for when i half to make a talk sprite,1,16,2.0.1,2018-03-03 23:07:45,Please try the new version.,2018-09-27 20:34:04
136,gp:AOqpTOEbH6rIyNr2onedLQWfc6PB2AD5jXVKUqhwXUFbWA1hRxq5IWKXPj01uuW2GKwp7uHJxipjJmhbzgWiSQ,LegendaryKitsune JR,https://lh3.googleusercontent.com/a-/AOh14GgnDR4DYSxdScvloCLHMQyCmviSsgchNc1TS4as,"Honestly this is the best drawing app on mobile out there! One of the best 
things about this app is how you can zoom in close enough to see every 
pixel in the image which makes it quite handy for precise drawing. Also 
another great addition is how you can draw so easily using the tools this 
app has! This is hands down the best app for pixel art!",4,0,2.0.1,2018-05-14 15:34:58,,
137,gp:AOqpTOGDWEOoMJXdKtBZvtwkXJ2MR22qq7KXWvvBGPTqTGCRgNks3rjOWuWmSOqheTni67soJHpg2cFM1yN_Ew,A Google user,https://lh3.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Its great app! I have grown accustom to the little program .It's got 
everything you need to create any art and takes up way way less space then 
most all others which more room for your picture arts & works offline",5,0,2.0.1,2018-05-25 23:13:05,,
138,gp:AOqpTOE9nIAT46iWrxcg016bFVcPOdGFXpSJPV6d62m42syaytsLo8H0o9el4XOmPRg1idTtHl75-0J5oRNssg,Tiffany Holman,https://lh3.googleusercontent.com/-Zfoh4pyPcoY/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnW-QOXgHYg4W8m8zMpQKMOtVDTYw/photo.jpg,"It is amazing.but i found maybe a bug, when i try to use the eraser it wont 
allow me.it goes for all the tools.",5,1,2.0.1,2018-07-18 02:08:43,,
139,gp:AOqpTOERPp3Bhl5mPaYMwXh8temaZ9xj9e7lE3xRhIVtmalmiE6-BgmUqFxPv-Hkw-j9nAxaJ044ccUNX7lNlA,Les Peace,https://lh3.googleusercontent.com/-puJOxD0qtqA/AAAAAAAAAAI/AAAAAAAAAFo/AMZuucmLdEgFIidZlOYJFk8c3T5M42Ci2g/photo.jpg,"Very good but it needs more options regarding layers: merge, change opacity 
or hide.",4,3,2.0.1,2018-04-16 16:11:45,You can merge layers by moving one on the other. Please try the new version.,2018-09-27 20:20:33
140,gp:AOqpTOGEattYltrnH7XF2RsV6kf_xltAyG0IRxAd3rYRKR2tRrGhA2u1RdryfZ0aJsN-7P2HInillaZX_oIrTQ,A Google user,https://lh3.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"After long search I got this app which works almost like MS Paint. So lot of thanks. I use this for trying color composition on building. I don't need to draw the building. I can try it on image, so it is very helpfull for me. Also to mentioned that drawing tools like brush, straight line, color picker, fill color etc are available.",5,0,2.0.1,2018-08-29 11:01:04,,
141,gp:AOqpTOFOqXRR-Yvi9jDBvUHmtoZFnpK8nhOR27qAkhF1cY5cIxbmk0_WG0xPqu1-EZuAolxiJ8R032SX3F-0Sg,A Google user,https://lh3.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Uhm,well everytime i tried to draw the screen moved then it got off the app 
then i got back on same thing happened again and again and again.but this 
app was pleasent except for that :D!",3,0,2.0.1,2018-07-25 23:10:20,,
142,gp:AOqpTOEN-jAx3SaKNutVoq_zhdAP4DDAI1RsL4Jpeeh6ym457gfRKzk689JkAfmXOUXoIteixf99i9Z5CNnUKw,Wishful Thinker,https://lh3.googleusercontent.com/-fn-pK2-LYHQ/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmg44gGlSLnxhMkwCr-WPOyf31TRA/photo.jpg,"Very good app. Maybe the best of its kind for Android. Without this app I'd 
need a PC for many jobs",5,0,2.0.1,2018-06-26 03:49:33,,
143,gp:AOqpTOH6XU8s4En6LpRYgI4E8tCVa3otQiUwuu03o4r4bawSMPcL9iDae2XX2JPJEQjLGHQR3U5Wa-86lE5l0g,SuperNoahHere,https://lh3.googleusercontent.com/a-/AOh14GjdZcJfX8zJEPoHffu4p6Jncne6sYaPhWAwZYODTg,I like it! You can do anything with this paint app! I use it for pocket code,5,0,2.0.1,2018-05-29 04:50:41,,
144,gp:AOqpTOGiBYF5-DQVbs3akB2MeSxmm-0ggPWbSC84oKCBRraV8ALkQSwWNJIFOpzQde_4uJQdIBVh6biHg30EYA,BluRazzCat Randomness,https://lh3.googleusercontent.com/a-/AOh14GgCnXj6yx58kKRVb1u3m-tab3mysVTZ0N1HQRxaXw,"I love this app because it lets me erase backgrounds of pictures so I can 
use them on other pictures",5,0,2.0.1,2018-06-01 04:45:03,,
145,gp:AOqpTOEGfGJ4FadJsZtOdGJ_QVlB8nO9B17JCUSWydc443h-uM0pABWLAGGOPcEPrB_CVr_Q9lX2xe335vZXHA,Adrian C.,https://lh3.googleusercontent.com/a-/AOh14Gi6GhqKpAakTL8K-jOzlulFdbSoO_HFdLlon39pWA,How do you get a smaller size of brush?,1,1,2.0.1,2018-04-10 22:38:35,"Press on the brush tool a second time, then you can select the size. Please try the new version.",2018-09-27 20:33:52
146,gp:AOqpTOEXdodhZr1Y1P3zwaki2PtMQrCEPMWZ2eKofrT_fmvquYaO8JpqqaAuFbo10agjSY8OvQtZ8nwXsLhzLA,Dino Gaming,https://lh3.googleusercontent.com/a-/AOh14Gg0dCpV5ggWfcLBFfzMep2kbRoVVnxfSZuFXo9D,It is a very very very bad game,5,1,2.0.1,2018-03-11 12:58:34,,
147,gp:AOqpTOF5WTi1ETXWD5ZctM2VCodX4tsO4HkxiwD2TodIlbO6VQlIroAAAWrdtCiphTNdi1ICU7a9p0aR1f1veA,Michael Thompson,https://lh3.googleusercontent.com/a-/AOh14GiAhYDWP0wBreOOxXYmtW3q8aZyi18UFjDiVhB6,Is there any way to change the canvas size or tell what the resolution is?,4,0,2.0.1,2018-08-25 03:45:45,Use the transform tool.,2018-09-27 20:15:12
148,gp:AOqpTOG5WSD70EXrs1b5PRZ0PN9nslCXsfwNz2Bqf_UIJcgNk8LPRy6jhKIfSK4pEpFgCF6q0ybHVkBeYFDjjQ,A Google user,https://lh3.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,You can Photoshop really well,5,0,2.0.1,2018-06-19 02:16:16,,
149,gp:AOqpTOGiVWpYoyy6bMbkbN_MzEAdKTdIlXUS7zI4rDRmQrLbZpzDC-nbeZAS_SBNxyy7bbhTj5P7H4uLFigNDg,A Google user,https://lh3.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Catrobat genius! Thanks,5,0,2.0.1,2018-06-01 06:48:20,,
150,gp:AOqpTOGBhffiY1Ws6Yznc0B6z5uw1-KY2K6i7zjDTMShMLK0tpHJqq9re--q4hbi0jsrQPNnd0ItxHJCpDGJ4g,Food Blogger Bandung,https://lh3.googleusercontent.com/a-/AOh14GgKJdKXqb1GA8e4u9U8DLToJy8eWDqBZt9Z4pnQSA,Suck,1,0,2.0.1,2018-05-20 13:11:33,,
151,gp:AOqpTOG-A-OHy9G7LWPajinSbwEbZYRg25CIs9aBJB_KU8-ZANpLKEQ-ynqgFOm5usmBJGYQhBSh5Ja_rxC4sg,Nicon111,https://lh3.googleusercontent.com/a-/AOh14GgjsOgkwnb9__lDlfH9xrBZDsXCtP9-eyZTshwR2g,Very good.,5,0,2.0.1,2018-05-23 01:25:32,,
152,gp:AOqpTOGyygYIn9F8S_dOePLHRrrzovxre6s41lEp5_BYGPyJnif1_7jGykFzGw2yWQvTh3Mo6jm15boo7lWCrA,Steven Hardy,https://lh3.googleusercontent.com/-qL2Dno0wUvA/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnjOz3Y-r72sywUAxRfq4CqV4oCEA/photo.jpg,"The best painting app on Android. Love that you can zoom to pixels, then just colour single pixels, and the brush will go down to just a pixel. Love that you can load pictures as a stamp. Then place them on a larger canvas. All in all. You will not find a better painting program. Would like to see a small basic animation package built in. Simply draw the frames in Pocket paint. Simply import the frames, then play them. Keep up the good work.",5,12,2.0.0,2018-01-06 15:28:01,,
153,gp:AOqpTOHVacP791jOmRW1pvGf71tqTklq0PNoGkixVXE0bEsSwy94K9JVosSbudy7_jpR-91a-mEgDXoWr7CoBw,Robert Grissett,https://lh3.googleusercontent.com/a-/AOh14Gjg83r0uhOi1YhrjLMOwwWZORfzOcf6stz5LiAiuA,This is a great and simple app for drawing and sketching. I wish I could have more layers and and maybe a quicker way to toggle to full screen but other than that this is a fantastic app. Many other drawing apps are too bloated with marking options. This is straight forward in mark making.,5,2,2.0.0,2018-01-05 08:45:52,,
154,gp:AOqpTOFMH34rDI11hzOrp5JOps2XMkFtINwKo8BbNYrU4djIyq9Cikc7x73HuWOTogzw7kgmBDarkdAWQxOvVA,Bvohn,https://lh3.googleusercontent.com/a-/AOh14GjX3Z6l8qWlq-hzVZ5se-T9afj5AzYbuhykDVyYHw,"Y'know what? MOST of you are COMPLAINING! CHILL! The update is a good one, and you just made BAD REVIEWS? wow...",5,14,2.0.0,2017-12-07 02:52:36,,
155,gp:AOqpTOGQ6JJtmAzwzUh2QL1cslV99Y9sj-FqLzfRAhSuTQfLRHujds7fmCIKqivhXZgSVbJOf9i-Uk4U4h4M7Q,Daniel Martinez,https://lh3.googleusercontent.com/a-/AOh14GiRrk9mg3eQXxYRiMhRz9P8_s0t_h6X0TbnkfPAqg,"I dont understand, why do pictures/images have lower resolution inside this app?  the images are pixelated, when loaded in & not full quality of the original",2,1,2.0.0,2018-01-09 15:06:05,,
156,gp:AOqpTOFZZDDCA1hvujNbE9r5iClBM2gjPSRodIuPg_dloev31aQ9QIcmKcrftv-LZjKts7lxCvqBG8mkwL8xUw,aestheticvibes7,https://lh3.googleusercontent.com/a-/AOh14GjRFBXEjhFQ85P3tSg98gzg3HXdBnqu5g8lYK1ghg,I want the old one back. I have to do this oc but I can't because you have to zoom in. Pls let the old one come back,1,2,2.0.0,2017-12-04 23:49:52,,
157,gp:AOqpTOGkjrEf274RLCUIitpB8mVxPC15gc5_phIB1in7mL_xmk6Fz26CAZYtFwadePilz-NCLZqE_gs6usW0rA,higgy jiggy,https://lh3.googleusercontent.com/a-/AOh14GgeUuamoLBcJP85yvudkMvsnwTJI2sAU8k2jw_H,"downloaded to make a ""quick"" edit for a meme -- I wasn't doing anything too complex but it ended up taking an hour and was frustrating the entire time. The fact that whenever you undo while zoomed in, it resets the zoom, is infuriating especially as the 'pinch and drag' zoom is finicky. The clone tool, which i was using the most so i could move letters around, is the most functionally useless piece of garbage that I have ever had the displeasure of handling. Whenever you touch it the wrong way it's either reapplying the clone or stamping the wrong thing everywhere (leading to those dreaded undos). Still 2 stars though, because I did end up finishing it the way I wanted and there are literally no other halfway decent photo manipulators on here",2,2,2.0.0,2017-12-08 12:28:20,Please try the new version.,2018-09-27 20:28:09
158,gp:AOqpTOHQUvieovuMJOdJeox32YaKCFKIvBaqFgoYDc0tnNOa80flAPuH6vlWIyD6yQyyl8mAZTaW9Ew8OA9jnQ,A Google user,https://lh3.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Once I have pointed the File|Open dialog at my OneDrive, it is thereafter impossible to back out and go elsewhere in the filing system hierarchy .",4,0,2.0.0,2018-01-03 16:16:26,,
159,gp:AOqpTOF0UsuFFFgKJFskoLVMIPD3Q0-6jrd5ecpL1SvsbArUOxM8a5oXsJWw3ygxQF43AmS8jhArZ4G6KRW_bg,A Google user,https://lh3.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Don't waste your time using this app, it's useless.",1,0,2.0.0,2017-12-18 04:37:10,,
160,gp:AOqpTOHXKX6ePt75uN6ETbEwm0MMzTgF7gKRefEBfevdCyaWvM7gMPFYsMokMdZF9s8erNWhvTNx5GK4R_ftRA,Ilan Avramov,https://lh3.googleusercontent.com/a-/AOh14Gh-8oyProtx6V7UT91dNVDl1r_rRNszxAlgwbdKXQ,"The auto zoom out kills it, I liked the line tool and the rectangle stamp, I can see how this can drive someone insane",3,1,2.0.0,2018-01-02 01:55:01,http://translate.catrobat.org/,2018-09-27 20:23:54
161,gp:AOqpTOHeGif7afOWPG4iziPmheZh75WSAk-BeXHm3H9k40rT_Tx3JM_ak9O_MON_ewKVNmPwaMIMuUv1aaHZ9A,muata lackey,https://lh3.googleusercontent.com/a-/AOh14GgAAyCme1aKYLHhSsRZUZ0rFZsUSkQaRzfEBW9cvQ,It's stupid and go hang yourself,1,1,2.0.0,2017-12-05 04:05:26,,
162,gp:AOqpTOHhN1LPnkvhoWGHalPZwHftbyYfmJAA4LX7F9TYNEgMHLqtjGtsTb6Y9P9BO8ALnW_DeiPgkK3t2jL_vg,Ultimate Connection,https://lh3.googleusercontent.com/-kWgyhhnAyqU/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclqbL9MUhblmT8zKaGqxJWsrpeXzQ/photo.jpg,"I like the old one,where it's easy,and you can zoom in.",3,2,2.0.0,2017-11-29 22:28:32,http://translate.catrobat.org/,2018-09-27 20:23:58
163,gp:AOqpTOFDT75juCa64jYB5XgNLZ6nN8QsjyfF7UXG-HdBCsJToVD9SIygCnsQYnOEaADV7g0W5stgNtdL78Upgg,I-Am-A-Nark,https://lh3.googleusercontent.com/a-/AOh14GgHLqUmO8uKUopHAoyhNY3qqBHJF5BCBEJ2j5Mhhw,Screw all of you who don't like this,5,3,2.0.0,2017-12-09 01:34:08,,
164,gp:AOqpTOEPrhIS7H6BPS2M_1a1Qi_J8yAif5xzPsZVkka_CogfbElLneLRWAppRt4bukglnIlo26BGMxNuLy09qQ,Shelby Eaton,https://lh3.googleusercontent.com/-0tKPw8MV8KQ/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnekQDPMlwfjJrDEqUOS6IJ2Yv8gw/photo.jpg,It's really easy to use and I make very good art on it,5,2,2.0.0,2017-12-16 04:15:27,,
165,gp:AOqpTOFfwD9H-6wyl4kYQo2cNzBszUmJ-Y3UlC7BYXnzS8-mIqB3A7WBgudruHoSGsbTLvDInYtW3-wnFtwdSQ,A Google user,https://lh3.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Great app! I wanted an app like Microsoft Paint. I'm delighted.,4,0,2.0.0,2018-01-03 22:16:00,,
166,gp:AOqpTOE0-mb9YE9UbGj2iEjT5vXBjwWb9USTzMaS93YFBmDRFkD1daur-rJ00fP7JQ2qq39MCJncArbIl-DnHQ,batjargal,https://lh3.googleusercontent.com/a-/AOh14GhS27sIelPjr9NKrj-66xAsJObKhzBAs8wLZ_KV,the new update sucks,4,0,2.0.0,2018-02-20 15:55:02,Please try the new version.,2018-09-27 20:18:16
167,gp:AOqpTOEOuzD81djbMuAYBsydZLOV0MVQ9Kw_ll6BmdyIksqUl6nYmXTogKnK1MpgGFt7WiJEvLvQuT-GageKiw,Spring foxy Artz,https://lh3.googleusercontent.com/a-/AOh14Ghfbsan9X3UW-x1-dSgGoHj3wbL7_ztyRMjqiHP8g,I LOVE IT!,5,0,2.0.0,2018-02-09 03:34:54,,
168,gp:AOqpTOHACnqOrKv8cf7832G26r5jFohzzmF0Pzd1DBRgaH1OF_l7PmXF0kZrIFqKvb4XHr4TcstmXu0Hc9j3tw,niloofar torab,https://lh3.googleusercontent.com/-xcPFRE5zZgo/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnCOElCQY3K3oT9scCm5bC9-shdnw/photo.jpg,"I had been looking for an app that could do things like MS PAINT could do. This already has them all. The interface is already beautiful but the menus and the bars could be more classy for such a great app. Just keep fixing as many bugs as u can. since many famous apps still have lots of undiscovered bugs, i have no blames for this app's which are all really minor ones!!!! KEEP UP THE GOOD WORK. And one more thing:the feature of zooming in and out so much IS JUST GREAT. NEVER EVER REMOVE IT.",5,69,1.1.16,2016-11-24 23:04:22,,
169,gp:AOqpTOGv8VmYiOjXYqYdf5NzHnXVetNDU-Fqk3nIbon535W7Vfhf8y7N-OoYGFxyiERljknPfDZ_tyAUhP4wmQ,Miz Rah,https://lh3.googleusercontent.com/a-/AOh14GgCJTqc6ve9lkKzFKtfkGOXZ0IWSy_J-M9LgkGt5OQ,Special thanks to the folks for working on a project like this without the interest to make any profit. You guys are amazing! The world is not that of a bad place I guess after all. Sometime being able to take a break from  commercial break can precious.,5,41,1.1.16,2016-09-15 08:31:48,,
170,gp:AOqpTOGYNs4gW_XHexppHVHvZXDgEpTS8FDZ9xXODH72cSRLRByIRHIWz6IODQ0vUMGA3pEF-uMiMYVooGfoQw,gerard Joeplik,https://lh3.googleusercontent.com/-VjoSpK7Dx5k/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmTp1x-H2lChzczsV07PKb95tYVbw/photo.jpg,"I give 4 star. I hope u can improve on the 'fill color' function. Whenever I tap twice or more on the same surface to fill color. It will shows infinite 'loading process'. I have to close the program and lose my unsaved work. It happened many times...Other than this, it works perfectly.",4,19,1.1.16,2017-03-21 10:48:10,,
171,gp:AOqpTOGmOUd9T2xxLTtfbzS_3y0ExkXzdZbd601eXPcHmOjaKs-C-XbhR4qg6OH-yP-et2FNQ5UaVmkqNujPUQ,Chase Benfield,https://lh3.googleusercontent.com/a-/AOh14GhZJsY4EsQbHuwQPvXaCWoqjswTr-XNzijKykR7Eg,"Waste of my life. Worked on idea that requires text. App has text option. Type text, move text where you want it on image, and you can see what your idea should look like to that point...but can't save the image with the text there. Text just goes away.",1,5,1.1.16,2017-08-13 00:55:19,,
172,gp:AOqpTOElNJ6TMH3pjS-M38l_nRgAhBYzFxTw-KyD-sbuvcXJ75sEwAvCCgi0r6A2wy18UBLRrYbqGRz2OJayGw,Lord Haw Haw,https://lh3.googleusercontent.com/a-/AOh14GimdeoOdpDZtmx0MU4z6QTbd_CSk5SQ1pq-1nFo,"I use this app everyday,it is essential to me and I can not imagine not having it. When there have been issues,I have found the team very quick to reply to my issues and work to fix them. A great app and great people working to make it stay so.",5,8,1.1.16,2016-07-14 05:36:13,,
173,gp:AOqpTOF0eGF5A3axY9YbM7ts_vbH6qWBF_6kh-QpfPdFFRgio9VB-fGeDSec2dRtLQIcUZhlNuxr27mDUdXsgg,Nori,https://lh3.googleusercontent.com/a-/AOh14GhcoCni1uu1iUBBrKR8FZP9lBj1mkwDhkSsyAihlRw,"Don't expect to be able to depend on it saving your work. There is no save feature, and it crashes every time I use it!",2,23,1.1.16,2016-08-07 00:51:57,,
174,gp:AOqpTOF3zdtEtpY9J7zdhp3Gn7pDm3At0P46bT3ffnF03Vo7jfFc22WA0doZgwobz6miTPKx0Sx8bZHrfxFxrw,ben dover,https://lh3.googleusercontent.com/a-/AOh14GjbuQIiILG9HxueYUkNOvIO5MGfae1eaaHG-a8f,"It has everything MSP has and it even has an cursor so you can paint without your finger covering what you're drawing. The best part of all there's no stupid ""paid"" version and no soulless ads.",5,3,1.1.16,2017-01-05 07:30:18,,
175,gp:AOqpTOHwatN2uqeacaKSnTzbWfEARapx8EoNE5PP6Ie0e6HW7qy1JJJcthaYp70gXlE6oe_sbdaWlyAhi9EYZw,Spencer Marrott,https://lh3.googleusercontent.com/-FvZc4AVhZ8U/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuck1GycmewbjKcQJ33puD_rud6dsBg/photo.jpg,"Save and undo seem to work, opposing what a lot of other reviews say. I can open an image, import another image to crop together, paint fill etc. All I needed from it",5,4,1.1.16,2016-08-28 21:28:03,,
176,gp:AOqpTOF8AtU-Pw3xChKWrqqbpvNWRY8LFuqIQFgwQx1p22FwHR1btTb8s1VzAiCLLw5_Ros4vCKwZp_yY2SClg,AlucardPawpad ClownWorld,https://lh3.googleusercontent.com/a-/AOh14GjmuIagDBv9WqaGqtoWGzWG990cjPiMe5kKvwAJ,"Needs a few lazy features like transform, paths, and dynamic brushes. Undo is broken as hell. Especially with resize.",3,10,1.1.16,2016-07-27 02:12:31,,
177,gp:AOqpTOGq-1nyeKGWfK2QCw1Ij4B7OnTCAuX4Y047gWbyvQVgRhHYcWVe4wJYokKUgFzZdgBCN2rgCmW7dh2sBQ,Dylan Casteel,https://lh3.googleusercontent.com/a-/AOh14GiYqH44MrOxstJP2L_foqNbRxqb1NDujWIvnc5_hQ,"Absolutely frustrating! I put in a picture, but theres no select button. I end up moving the whole picture instead. Then when I try to put text and a picture together, the text disappears!",1,1,1.1.16,2017-06-13 18:11:19,,
178,gp:AOqpTOFdvqhwfo7ezGD_YYGvVBOMatmpQc83CKfQytXDnjQ90WinxguAqOdSXrMUOJFGutWbTZ7Uh_AVZ7lPow,Ashley,https://lh3.googleusercontent.com/a-/AOh14GjOI4pMI99yvO5q2mpYCSAvveJQAxsZooOykdd4Ng,"It could use some slight improvements like a more intuitive layout, the functions and buttons you use aren't all that user friendly and if you back out of something too quick you can't go back one step you just have to start over. But the whole idea of the app is on point. I just needed a program similar to ms paint to put 2 images together on one paint file, resize both and then crop out the edge and fill in white (very convenient since the starting canvas is grey blocked/transparent) Worked great. Thanks!",4,3,1.1.16,2016-12-08 06:24:48,,
